5.100 , 3.500 , 3 
4.900 , 3.000 , 3 
4.700 , 3.200 , 3 
4.600 , 3.100 , 3 
5.000 , 3.600 , 3 
5.400 , 3.900 , 3 
4.600 , 3.400 , 3 
5.000 , 3.400 , 3 
4.400 , 2.900 , 3 
4.900 , 3.100 , 3 
5.400 , 3.700 , 3 
4.800 , 3.400 , 3 
4.800 , 3.000 , 3 
4.300 , 3.000 , 3 
5.800 , 4.000 , 3 
5.700 , 4.400 , 3 
5.400 , 3.900 , 3 
5.100 , 3.500 , 3 
5.700 , 3.800 , 3 
5.100 , 3.800 , 3 
5.400 , 3.400 , 3 
5.100 , 3.700 , 3 
4.600 , 3.600 , 3 
5.100 , 3.300 , 3 
4.800 , 3.400 , 3 
5.000 , 3.000 , 3 
5.000 , 3.400 , 3 
5.200 , 3.500 , 3 
5.200 , 3.400 , 3 
4.700 , 3.200 , 3 
4.800 , 3.100 , 3 
5.400 , 3.400 , 3 
5.200 , 4.100 , 3 
5.500 , 4.200 , 3 
4.900 , 3.100 , 3 
5.000 , 3.200 , 3 
5.500 , 3.500 , 3 
4.900 , 3.100 , 3 
4.400 , 3.000 , 3 
5.100 , 3.400 , 3 
5.000 , 3.500 , 3 
4.500 , 2.300 , 3 
4.400 , 3.200 , 3 
5.000 , 3.500 , 3 
5.100 , 3.800 , 3 
4.800 , 3.000 , 3 
5.100 , 3.800 , 3 
4.600 , 3.200 , 3 
5.300 , 3.700 , 3 
5.000 , 3.300 , 3 
7.000 , 3.200 , 1 
6.400 , 3.200 , 1 
6.900 , 3.100 , 1 
5.500 , 2.300 , 2 
6.500 , 2.800 , 1 
5.700 , 2.800 , 2 
6.300 , 3.300 , 1 
4.900 , 2.400 , 2 
6.600 , 2.900 , 1 
5.200 , 2.700 , 2 
5.000 , 2.000 , 2 
5.900 , 3.000 , 2 
6.000 , 2.200 , 2 
6.100 , 2.900 , 2 
5.600 , 2.900 , 2 
6.700 , 3.100 , 1 
5.600 , 3.000 , 2 
5.800 , 2.700 , 2 
6.200 , 2.200 , 2 
5.600 , 2.500 , 2 
5.900 , 3.200 , 2 
6.100 , 2.800 , 2 
6.300 , 2.500 , 2 
6.100 , 2.800 , 2 
6.400 , 2.900 , 1 
6.600 , 3.000 , 1 
6.800 , 2.800 , 1 
6.700 , 3.000 , 1 
6.000 , 2.900 , 2 
5.700 , 2.600 , 2 
5.500 , 2.400 , 2 
5.500 , 2.400 , 2 
5.800 , 2.700 , 2 
6.000 , 2.700 , 2 
5.400 , 3.000 , 2 
6.000 , 3.400 , 2 
6.700 , 3.100 , 1 
6.300 , 2.300 , 2 
5.600 , 3.000 , 2 
5.500 , 2.500 , 2 
5.500 , 2.600 , 2 
6.100 , 3.000 , 2 
5.800 , 2.600 , 2 
5.000 , 2.300 , 2 
5.600 , 2.700 , 2 
5.700 , 3.000 , 2 
5.700 , 2.900 , 2 
6.200 , 2.900 , 2 
5.100 , 2.500 , 2 
5.700 , 2.800 , 2 
6.300 , 3.300 , 1 
5.800 , 2.700 , 2 
7.100 , 3.000 , 1 
6.300 , 2.900 , 1 
6.500 , 3.000 , 1 
7.600 , 3.000 , 1 
4.900 , 2.500 , 2 
7.300 , 2.900 , 1 
6.700 , 2.500 , 1 
7.200 , 3.600 , 1 
6.500 , 3.200 , 1 
6.400 , 2.700 , 1 
6.800 , 3.000 , 1 
5.700 , 2.500 , 2 
5.800 , 2.800 , 2 
6.400 , 3.200 , 1 
6.500 , 3.000 , 1 
7.700 , 3.800 , 1 
7.700 , 2.600 , 1 
6.000 , 2.200 , 2 
6.900 , 3.200 , 1 
5.600 , 2.800 , 2 
7.700 , 2.800 , 1 
6.300 , 2.700 , 2 
6.700 , 3.300 , 1 
7.200 , 3.200 , 1 
6.200 , 2.800 , 2 
6.100 , 3.000 , 2 
6.400 , 2.800 , 1 
7.200 , 3.000 , 1 
7.400 , 2.800 , 1 
7.900 , 3.800 , 1 
6.400 , 2.800 , 1 
6.300 , 2.800 , 2 
6.100 , 2.600 , 2 
7.700 , 3.000 , 1 
6.300 , 3.400 , 1 
6.400 , 3.100 , 1 
6.000 , 3.000 , 2 
6.900 , 3.100 , 1 
6.700 , 3.100 , 1 
6.900 , 3.100 , 1 
5.800 , 2.700 , 2 
6.800 , 3.200 , 1 
6.700 , 3.300 , 1 
6.700 , 3.000 , 1 
6.300 , 2.500 , 2 
6.500 , 3.000 , 1 
6.200 , 3.400 , 1 
5.900 , 3.000 , 2 
6.813 , 3.074 , 0 
5.774 , 2.692 , 0 
5.006 , 3.418 , 0 
