-10.4436,7.8279,1,0,0,1
-14.3192,9.34924,1,0,0,1
-9.76061,9.16277,1,0,0,1
-9.62367,9.76425,1,0,0,1
-10.8338,8.40013,1,0,0,1
-11.2421,7.76622,1,0,0,1
-11.6834,8.75797,1,0,0,1
-9.23922,7.81605,1,0,0,1
-12.5847,9.9107,1,0,0,1
-11.2799,9.71308,1,0,0,1
-12.2648,7.305,1,0,0,1
-9.43448,8.53918,1,0,0,1
-11.9792,9.49766,1,0,0,1
-11.3945,8.4534,1,0,0,1
-11.429,9.4511,1,0,0,1
-12.4838,8.42411,1,0,0,1
-12.0748,9.33391,1,0,0,1
-8.26326,9.09791,1,0,0,1
-10.0769,9.67874,1,0,0,1
-11.0305,8.45119,1,0,0,1
-11.3054,6.64977,1,0,0,1
-9.09509,6.7892,1,0,0,1
-11.9996,9.93297,1,0,0,1
-9.30789,8.90426,1,0,0,1
-9.30452,10.7567,1,0,0,1
-10.8513,8.61489,1,0,0,1
-9.40539,9.91284,1,0,0,1
-10.9686,9.58124,1,0,0,1
-10.4856,7.44679,1,0,0,1
-9.29551,5.55076,1,0,0,1
-9.14914,7.68232,1,0,0,1
-11.3282,9.20404,1,0,0,1
-11.3705,7.71252,1,0,0,1
-12.0337,7.2944,1,0,0,1
-10.2189,5.61201,1,0,0,1
-10.4911,6.94095,1,0,0,1
-9.15964,8.64357,1,0,0,1
-11.7792,8.63017,1,0,0,1
-11.1601,8.99766,1,0,0,1
-10.8163,7.02382,1,0,0,1
-11.6792,9.38717,1,0,0,1
-9.70133,7.92348,1,0,0,1
-9.87348,7.05013,1,0,0,1
-9.96616,7.59211,1,0,0,1
-9.56653,9.47509,1,0,0,1
-12.9002,8.24911,1,0,0,1
-10.4685,10.0281,1,0,0,1
-9.91756,10.7614,1,0,0,1
-9.88551,9.43194,1,0,0,1
-11.7325,7.77371,1,0,0,1
-10.7663,6.99155,1,0,0,1
-11.3536,8.23627,1,0,0,1
-12.5973,9.36656,1,0,0,1
-9.79822,8.32467,1,0,0,1
-9.39266,6.5503,1,0,0,1
-10.962,8.01054,1,0,0,1
-10.8892,8.26375,1,0,0,1
-9.82697,9.88998,1,0,0,1
-10.6929,10.3587,1,0,0,1
-9.46442,7.76055,1,0,0,1
-10.6441,7.94266,1,0,0,1
-10.5277,9.04866,1,0,0,1
-11.7123,6.8005,1,0,0,1
-10.5423,9.26767,1,0,0,1
-10.7327,5.36381,1,0,0,1
-9.61695,7.22717,1,0,0,1
-10.8077,7.97062,1,0,0,1
-9.77123,9.82969,1,0,0,1
-12.3568,8.47112,1,0,0,1
-11.5672,6.962,1,0,0,1
-10.7136,9.08401,1,0,0,1
-11.3085,9.23718,1,0,0,1
-10.8008,6.90857,1,0,0,1
-11.4332,9.08262,1,0,0,1
-10.9576,6.7861,1,0,0,1
-11.2204,8.04782,1,0,0,1
-11.6089,8.89896,1,0,0,1
-11.0789,8.29134,1,0,0,1
-9.82622,11.7576,1,0,0,1
-8.08555,9.13126,1,0,0,1
